_id,name,animal,released,age,desc,size,personality,price,sold,popularity,category_id,images
65c65afd9d77f1ff7a9831b6,Mark,cat,2023-07-22 11:53:26.140,5,"Curious, whiskered investigator",Small,Caring,22231,false,1248,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/29.png
65c65afd9d77f1ff7a9831b7,Timothy,fish,2023-07-14 11:53:26.503,8,Independent cuddle monster,Tiny,Flexible,24371,false,623,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/9.png
65c65afd9d77f1ff7a9831b8,Georgette,cat,2023-12-24 11:53:26.885,15,"Graceful, silent swimmer",Medium,Resourceful,3237,false,632,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/12.png
65c65afd9d77f1ff7a9831b9,Ruth,cat,2022-10-23 11:53:27.092,14,"Nocturnal, chirping serenade",Medium,Warm,27682,true,1833,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/5.png
65c65afd9d77f1ff7a9831ba,Cindy,dog,2023-09-03 11:53:27.444,0,"Chatty, opinionated alarm clock",Micro,Efficient,12603,false,1871,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/8.png
65c65afd9d77f1ff7a9831bb,Elisabeth,dog,2023-10-03 11:53:27.801,0,Energetic cuddle buddy,Ginormous,Visionary,27192,false,1782,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/12.png
65c65afd9d77f1ff7a9831bc,Wayne,cat,2022-10-25 11:53:28.162,2,Purring symphony composer,Ginormous,Articulate,6133,true,1358,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/6.png
65c65afd9d77f1ff7a9831bd,Charity,dog,2023-02-16 11:53:28.594,1,"Energetic, tail-wagging whirlwind",Tiny,Conscientious,1852,false,1452,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/8.png
65c65afd9d77f1ff7a9831be,Albert,cat,2023-04-25 11:53:28.963,8,Purring dust bunny magnet,Micro,Individualistic,1908,true,185,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/1.png
65c65afd9d77f1ff7a9831bf,Victoria,cat,2022-12-17 11:53:29.343,7,"Sleepy, snoring cuddle monster",Tiny,Intellectual,6559,false,1337,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/19.png
65c65afd9d77f1ff7a9831c0,Marguerite,bird,2023-11-24 11:53:29.738,0,"Soft, slobbery companion",Small,Bold,7031,false,1887,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/22.png
65c65afd9d77f1ff7a9831c1,Juanita,cat,2023-09-16 11:53:30.095,6,"Soft, purring heat source",Tiny,Introspective,9758,false,1271,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/5.png
65c65afd9d77f1ff7a9831c2,Tiffany,fish,2023-06-15 11:53:30.320,11,"Chatty, opinionated alarm clock",Ginormous,Caring,18531,false,349,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/9.png
65c65afd9d77f1ff7a9831c3,Tracy,bird,2024-01-07 11:53:30.693,14,Playful water enthusiast,Ginormous,Precise,15495,true,339,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/22.png
65c65afd9d77f1ff7a9831c4,Kevin,fish,2023-07-26 11:53:31.067,8,"Busy, burrowing resident",Small,Charming,23936,false,351,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/12.png
65c65afd9d77f1ff7a9831c5,Lucinda,fish,2023-08-13 11:53:31.445,2,Purring stress reliever,Micro,Balanced,12033,false,1770,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/12.png
65c65afd9d77f1ff7a9831c6,Chadwick,bird,2023-01-15 11:53:31.825,14,"Soft, silent companion",Tiny,Strong,10901,false,901,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/13.png
65c65afd9d77f1ff7a9831c7,Ricky,fish,2023-09-20 11:53:32.185,15,Clumsy fur tornado,Tiny,Caring,29550,true,600,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/1.png
65c65afd9d77f1ff7a9831c8,Art,fish,2023-11-24 11:53:32.536,15,"Soft, silent companion",Ginormous,Zestful,7400,false,75,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/5.png
65c65afd9d77f1ff7a9831c9,Daniel,bird,2023-06-07 11:53:32.935,8,"Soft, silent companion",Large,Quick-witted,21331,false,467,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/15.png
65c65afd9d77f1ff7a9831ca,Mary,dog,2023-08-13 11:53:33.327,6,Quiet aquarium resident,Large,Reliable,23075,false,258,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/14.png
65c65afd9d77f1ff7a9831cb,Martha,dog,2023-01-13 11:53:33.710,13,"Energetic, tail-wagging whirlwind",Large,Energetic,21833,true,227,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/20.png
65c65afd9d77f1ff7a9831cc,Joann,bird,2022-10-27 11:53:34.132,15,"Independent, mischievous fluffball",Large,Bold,17208,false,403,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/17.png
65c65afd9d77f1ff7a9831cd,Daniella,cat,2024-02-07 11:53:34.541,5,Purring stress reliever,Micro,Sociable,23094,false,531,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/27.png
65c65afd9d77f1ff7a9831ce,Victoria,dog,2024-01-09 11:53:34.895,2,"Busy, burrowing resident",Micro,Peace-loving,11638,false,428,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/20.png
65c65afd9d77f1ff7a9831cf,Lee,bird,2023-05-21 11:53:35.100,8,"Soft, quiet cuddlebug",Medium,Zestful,1772,false,1,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/11.png
65c65afd9d77f1ff7a9831d0,Donnie,fish,2023-07-09 11:53:35.462,12,Independent house guest,Large,Trustworthy,1084,false,202,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/10.png
65c65afd9d77f1ff7a9831d1,Edward,fish,2022-09-29 11:53:35.834,1,"Chatty, opinionated alarm clock",Micro,Precise,9606,false,1464,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/10.png
65c65afd9d77f1ff7a9831d2,Regina,cat,2023-08-05 11:53:36.363,7,Aloof feathered observer,Micro,Charming,11737,true,688,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/13.png
65c65afd9d77f1ff7a9831d3,Richard,fish,2023-04-17 11:53:36.722,12,Purring dust bunny magnet,Tiny,Friendly,3594,false,1866,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/9.png
65c65afd9d77f1ff7a9831d4,Ronda,bird,2022-10-11 11:53:37.094,2,Independent cuddle monster,Micro,Loving,6786,false,1979,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/0.png
65c65afd9d77f1ff7a9831d5,Margaret,bird,2023-02-26 11:53:37.519,3,Messy feathered comedian,Micro,Adventurous,4193,false,809,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/24.png
65c65afd9d77f1ff7a9831d6,Virginia,dog,2023-11-02 11:53:37.905,12,"Busy, burrowing resident",Large,Quick-witted,19256,false,8,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/24.png
65c65afd9d77f1ff7a9831d7,Lance,cat,2022-12-20 11:53:38.342,3,Energetic barking alarm,Micro,Energetic,23937,false,1972,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/27.png
65c65afd9d77f1ff7a9831d8,Marilyn,dog,2023-03-11 11:53:38.540,8,"Independent, feathery acrobat",Tiny,Problem-solver,29869,true,1686,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/5.png
65c65afd9d77f1ff7a9831d9,Emma,dog,2023-07-26 11:53:38.920,3,"Curious, whiskered investigator",Ginormous,Conscientious,20902,false,619,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/1.png
65c65afd9d77f1ff7a9831da,Maria,cat,2023-10-01 11:53:39.361,10,"Busy, burrowing resident",Large,Precise,28139,true,228,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/4.png
65c65afd9d77f1ff7a9831db,Anthony,cat,2023-11-18 11:53:39.565,8,Purring dust bunny magnet,Micro,Amiable,2240,false,165,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/9.png
65c65afd9d77f1ff7a9831dc,Barbara,cat,2023-10-30 11:53:39.932,1,Loyal furball friend,Micro,Collaborative,27795,false,732,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/33.png
65c65afd9d77f1ff7a9831dd,Brian,bird,2023-11-30 11:53:40.321,2,"Soft, slobbery companion",Small,Loving,4202,true,821,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/3.png
65c65afd9d77f1ff7a9831de,Roy,cat,2023-02-06 11:53:40.512,0,Happy tail wagger,Micro,Methodical,12318,false,1908,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/33.png
65c65afd9d77f1ff7a9831df,Guy,bird,2023-04-19 11:53:40.728,10,"Playful, destructive gremlin",Small,Persuasive,8556,true,1816,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/16.png
65c65afd9d77f1ff7a9831e0,Barbara,fish,2023-05-17 11:53:40.921,13,Adventurous outdoor pal,Tiny,Assertive,28603,true,982,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/4.png
65c65afd9d77f1ff7a9831e1,Debra,bird,2023-07-09 11:53:41.302,12,Purring symphony composer,Small,Intuitive,12786,false,1307,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/22.png
65c65afd9d77f1ff7a9831e2,Peggy,cat,2023-12-13 11:53:41.698,2,"Soft, silent companion",Tiny,Quick-witted,816,false,1281,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/9.png
65c65afd9d77f1ff7a9831e3,Courtney,fish,2023-03-13 11:53:41.898,4,"Curious, whiskered investigator",Micro,Frank,9219,false,664,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/8.png
65c65afd9d77f1ff7a9831e4,Thomas,cat,2022-10-03 11:53:42.259,12,"Curious, whiskered investigator",Tiny,Persuasive,11724,false,126,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/0.png
65c65afd9d77f1ff7a9831e5,Edna,bird,2023-06-21 11:53:42.604,3,Trustworthy sidekick,Small,Assertive,25575,false,197,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/22.png
65c65afd9d77f1ff7a9831e6,Tony,fish,2023-10-20 11:53:42.795,7,"Quiet, shelled observer",Tiny,Motivated,11021,false,1013,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/1.png
65c65afd9d77f1ff7a9831e7,Lola,cat,2023-04-06 11:53:43.199,5,"Independent, feathery acrobat",Ginormous,Mature,25138,false,1561,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/22.png
65c65afd9d77f1ff7a9831e8,Cindy,bird,2023-09-23 11:53:43.388,4,Independent cuddle monster,Large,Curious,891,false,448,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/21.png
65c65afd9d77f1ff7a9831e9,George,bird,2024-01-23 11:53:43.659,2,Adventurous outdoor pal,Medium,Sociable,13590,false,142,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/0.png
65c65afd9d77f1ff7a9831ea,Philip,bird,2023-02-05 11:53:44.041,2,"Soft, quiet cuddlebug",Large,Patient,1880,false,1231,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/21.png
65c65afd9d77f1ff7a9831eb,Juan,fish,2024-01-14 11:53:44.410,0,"Busy, burrowing resident",Small,Introspective,8359,false,1757,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/13.png
65c65afd9d77f1ff7a9831ec,Tammy,fish,2024-01-11 11:53:44.625,5,Fin-tastic underwater dancer,Large,Charming,29443,true,1047,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/1.png
65c65afd9d77f1ff7a9831ed,Janice,bird,2023-02-28 11:53:44.985,13,"Independent, mischievous floof",Large,Articulate,18963,false,353,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/8.png
65c65afd9d77f1ff7a9831ee,Stacie,bird,2022-10-03 11:53:45.398,14,Purring stress reliever,Medium,Leader,26583,false,1124,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/9.png
65c65afd9d77f1ff7a9831ef,Joshua,cat,2023-10-02 11:53:45.781,13,"Energetic, bark-happy comedian",Large,Resourceful,15500,false,333,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/32.png
65c65afd9d77f1ff7a9831f0,Ada,fish,2022-10-17 11:53:46.141,14,"Playful, destructive gremlin",Micro,Patient,9115,false,602,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/0.png
65c65afd9d77f1ff7a9831f1,Kevin,cat,2023-07-07 11:53:46.361,6,"Soft, purring heat source",Micro,Affectionate,29950,false,60,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/28.png
65c65afd9d77f1ff7a9831f2,Joyce,cat,2023-03-03 11:53:46.572,0,Purring symphony composer,Small,Determined,5788,false,1286,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/22.png
65c65afd9d77f1ff7a9831f3,Joe,dog,2023-07-22 11:53:46.837,13,"Aloof, feathered watcher",Small,Kind,6354,true,1522,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/14.png
65c65afd9d77f1ff7a9831f4,Tiffany,cat,2022-12-17 11:53:47.197,5,Feathered dust bunny creator,Ginormous,Resourceful,16139,false,1385,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/20.png
65c65afd9d77f1ff7a9831f5,Sarah,bird,2023-01-01 11:53:47.407,9,Loyal furball friend,Small,Funny,27759,false,262,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/12.png
65c65afd9d77f1ff7a9831f6,Johnny,cat,2022-12-07 11:53:47.762,1,"Vocal, opinionated friend",Micro,Energetic,8877,true,1328,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/23.png
65c65afd9d77f1ff7a9831f7,Jason,fish,2022-11-21 11:53:48.178,10,"Playful, destructive gremlin",Micro,Original,21313,false,1445,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/15.png
65c65afd9d77f1ff7a9831f8,Maria,dog,2023-03-13 11:53:48.552,9,Clumsy fur tornado,Small,Honest,1575,false,1228,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/18.png
65c65afd9d77f1ff7a9831f9,Jocelyn,dog,2023-07-30 11:53:48.794,13,Purring symphony composer,Medium,Respectful,28432,false,1406,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/3.png
65c65afd9d77f1ff7a9831fa,Marc,bird,2023-07-31 11:53:49.193,7,Fin-tastic underwater dancer,Small,Flexible,5612,false,923,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/15.png
65c65afd9d77f1ff7a9831fb,Daniel,fish,2023-10-14 11:53:49.571,4,Curious feathered friend,Large,Bold,3432,false,143,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/2.png
65c65afd9d77f1ff7a9831fc,Ralph,bird,2023-01-13 11:53:49.943,15,"Cheeky, feathered acrobat",Medium,Articulate,23077,false,1384,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/0.png
65c65afd9d77f1ff7a9831fd,Jamie,cat,2023-07-01 11:53:50.289,2,Waddling ball of sunshine,Small,Resourceful,20706,false,514,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/23.png
65c65afd9d77f1ff7a9831fe,Ryan,dog,2022-11-09 11:53:50.664,5,Curious feathered friend,Small,Collaborative,19401,false,838,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/20.png
65c65afd9d77f1ff7a9831ff,Shannon,fish,2022-12-24 11:53:50.899,1,"Tiny, destructive hurricane",Small,Frank,15715,true,556,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/3.png
65c65afd9d77f1ff7a983200,Ira,bird,2022-11-20 11:53:51.274,7,Adventurous outdoor pal,Large,Leader,29920,false,1838,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/12.png
65c65afd9d77f1ff7a983201,Ida,cat,2022-10-30 11:53:51.631,4,Affectionate lap warmer,Small,Bold,19849,false,1287,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/27.png
65c65afd9d77f1ff7a983202,Lorna,cat,2024-01-14 11:53:52.023,4,Sunbeam-loving fluffball,Micro,Kind,7129,false,1247,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/11.png
65c65afd9d77f1ff7a983203,Joseph,dog,2023-11-18 11:53:52.228,1,"Trusty, shadow-like companion",Medium,Dependable,29211,false,1383,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/3.png
65c65afd9d77f1ff7a983204,Amy,cat,2022-11-09 11:53:52.434,5,"Playful, aquatic explorer",Large,Humorous,6197,false,1993,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/27.png
65c65afd9d77f1ff7a983205,Paul,bird,2023-10-25 11:53:52.810,14,Aloof feathered observer,Tiny,Introspective,10516,false,804,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/6.png
65c65afd9d77f1ff7a983206,Erica,dog,2023-04-11 11:53:52.997,7,"Busy, burrowing resident",Micro,Dependable,4145,false,1201,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/15.png
65c65afd9d77f1ff7a983207,Glenna,fish,2023-12-09 11:53:53.188,3,Independent house guest,Large,Gentle,27295,false,1582,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/2.png
65c65afd9d77f1ff7a983208,Edward,dog,2023-06-28 11:53:53.586,2,"Playful, feathery chatterbox",Medium,Honest,28817,false,1950,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/8.png
65c65afd9d77f1ff7a983209,David,bird,2022-11-05 11:53:53.790,14,Energetic cuddle buddy,Ginormous,Honest,19340,false,1709,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/21.png
65c65afd9d77f1ff7a98320a,John,dog,2023-07-18 11:53:53.996,15,Curious feathered friend,Tiny,Friendly,25487,true,997,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/18.png
65c65afd9d77f1ff7a98320b,Mavis,cat,2023-12-29 11:53:54.269,13,Nocturnal cuddle buddy,Ginormous,Gentle,4980,false,314,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/18.png
65c65afd9d77f1ff7a98320c,Ralph,dog,2023-01-01 11:53:54.668,8,"Independent, feathery acrobat",Medium,Loyal,12357,false,1813,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/0.png
65c65afd9d77f1ff7a98320d,Annette,fish,2023-02-12 11:53:55.134,13,Clumsy fur tornado,Small,Assertive,5337,true,87,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/10.png
65c65afd9d77f1ff7a98320e,Sharon,dog,2023-10-24 11:53:55.533,8,"Playful, aquatic explorer",Ginormous,Affectionate,13055,false,152,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/1.png
65c65afd9d77f1ff7a98320f,Enrique,cat,2023-02-23 11:53:55.924,10,Playful water enthusiast,Medium,Introspective,8105,true,531,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/22.png
65c65afd9d77f1ff7a983210,Daniel,dog,2023-07-21 11:53:56.284,3,Independent cuddle monster,Tiny,Independent,19767,true,381,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/3.png
65c65afd9d77f1ff7a983211,Alice,bird,2023-02-14 11:53:56.765,12,Feathered dust bunny creator,Small,Charming,13851,false,945,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/3.png
65c65afd9d77f1ff7a983212,Roy,cat,2023-09-25 11:53:57.171,11,Loyal furball friend,Medium,Calm,5020,false,442,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/20.png
65c65afd9d77f1ff7a983213,James,bird,2023-05-17 11:53:57.513,8,"Independent, mischievous fluffball",Large,Collaborative,13889,false,1896,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/2.png
65c65afd9d77f1ff7a983214,Sharon,bird,2023-12-06 11:53:57.923,15,"Aloof, feathered watcher",Ginormous,Individualistic,18848,false,1966,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/3.png
65c65afd9d77f1ff7a983215,Nicole,cat,2023-12-10 11:53:58.303,12,Clumsy fur tornado,Large,Conscientious,21782,false,548,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/6.png
65c65afd9d77f1ff7a983216,Jerry,fish,2023-08-12 11:53:58.471,15,"Energetic, bark-happy comedian",Tiny,Alert,21658,false,642,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/5.png
65c65afd9d77f1ff7a983217,Barbra,dog,2022-12-10 11:53:58.838,5,"Loyal, watchful protector",Large,Adventurous,3237,false,1135,65c4fbf8ad328e73f11fb8fb,https://cdn.animality.xyz/dog/4.png
65c65afd9d77f1ff7a983218,Sharon,bird,2022-10-02 11:53:59.196,1,"Independent, feathery acrobat",Large,Mature,27344,false,1663,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/12.png
65c65afd9d77f1ff7a983219,Patricia,fish,2022-10-22 11:53:59.541,3,"Tiny, destructive hurricane",Micro,Respectful,20594,false,121,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/3.png
65c65afd9d77f1ff7a98321a,Anthony,fish,2022-10-28 11:53:59.927,14,"Curious, whiskered investigator",Large,Determined,7730,false,1950,65c4fe35ad328e73f11fb8ff,https://cdn.animality.xyz/fish/15.png
65c65afd9d77f1ff7a98321b,Marsha,cat,2023-05-13 11:54:00.285,10,Shedding purring machine,Large,Organized,10533,false,939,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/20.png
65c65afd9d77f1ff7a98321c,Jonathan,cat,2023-10-27 11:54:00.513,7,Happy tail wagger,Small,Practical,25683,false,282,65c4fd9aad328e73f11fb8fc,https://cdn.animality.xyz/cat/9.png
65c65afd9d77f1ff7a98321d,Eugene,bird,2022-12-28 11:54:00.894,7,"Nocturnal, squeaking mischief",Medium,Kind,1196,false,1882,65c4fe04ad328e73f11fb8fe,https://cdn.animality.xyz/bird/3.png
